0,0,0.08,0.03,0.03,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.03,0.08,0,0,,,,
0,0,0.01,0.03,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.03,0.01,0,0,,,,
0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUM,,,45.63%,,,,,Energy:,,,Shade area = ,,,,1.93%,,,Unshaded area =,,,,,45.63%,,,-,,1.93%,,,=,43.70%,,,,43.70%,,,=,,X,,,,X,=,400,,,x,43.70%,,,÷,45.63%
Energy,,,400,,kwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.63%,,,,,400,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Shade,,,=,43.70%,,,,=,0.9577,,,,,,,,,,,,,,,,,,,=,383.081306158229,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,45.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Shade,,,=,4.23%,,,,,,,,,,,,,,,1,,-,0.9577,,,=,0.0423,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Energy,,,=,383.081306158229,,,,,,Design,,,=,1,,,=,1.0441647597254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Design,,,=,1.04,,,,,,,,,,0.9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
